time,text,location,userid,screenname
2019-04-06 23:35:42,b'One of my favorite videos of #Modi ji. First time looking PM like this made me happy\n\n#BJPFoundationDay\n#Bjp\n#LokSabhaElections2019\n#ModiHainTohMumkinHain\n\nhttps://t.co/7saYpu0ImC',"Hyderabad, India",710384556319379456,BPrudhviteja
2019-04-06 23:06:55,"b""#NarendraModiJindabad \n#Modi: #Modi's popularity back to peak levels after air strike, survey says - Times of India https://t.co/l9CihIijN4""","Maharashtra, India",901614415568551937,RoselyMichael
2019-04-06 22:49:09,"b'Have you watched it yet, simple things which make you great,a glimpse into the series #ashishasmodi #modi \xe2\x81\xa6@ErosNow\xe2\x81\xa9 \xe2\x81\xa6@umeshkshukla\xe2\x81\xa9 \xe2\x81\xa6@RidhimaLulla\xe2\x81\xa9 \xe2\x81\xa6@MrsGandhi\xe2\x81\xa9 \xe2\x81\xa6@PMOIndia\xe2\x81\xa9 \xe2\x81\xa6@narendramodi\xe2\x81\xa9 \xe2\x81\xa6@BJP4India\xe2\x81\xa9 \xe2\x81\xa6@sethimanav\xe2\x81\xa9 \xe2\x81\xa6 https://t.co/WaEscWgWKt'","mumbai,india",98068972,ashish30sharma
2019-04-06 21:58:08,"b'@ModiLeDubega @HaftaWasooli A progressive disease that destroys memory and other important mental functions. Which called as\n""MODI""\nin India, and ""Alzheimer"" in rest of the world \xf0\x9f\x98\x8e\n\n#ModiMatBanao \n#ModiMadeDisaster \n#ModiNeverAgain \n#ModiLies \n#modi'",India,1042374403839782912,Ndlotus1
2019-04-06 21:10:29,"b'As #India starts to Vote from this week, the Voter must aspire to elect a Prime Minister like @JacindaArdern who believes in inclusive politics.\nA country that preached ""Sarva Dharma Samabhav"" must reject majoritarian ideas of #Modi-Shah regime to ensure we lead by example. https://t.co/77qvTtG5Ix'",Hyderabad,84528399,palwai
2019-04-06 20:41:24,"b'Never in history things were so clear in front of the voters. On the one hand we hv #NDA whose agenda is to push India on a double-digit growth trajectory while on the other we hv #UPA whose agenda is to push #Modi out of power.\n\nSo vote for #India, vote for NDA.\n\n@narendramodi'",भारत,360499148,aanand77
2019-04-06 19:39:47,"b'""Since I began understanding politics, never seen such \'liar\', \'anti-national\', \'dirty\' government.This government should not come back, kick them out,"" said @RajThackeray\nHe did not mince words,called spade a spade,he hit #Modi #AmitShah where it hurts most\nMustWatch on YouTube'",mumbai,322170475,Chemburstudio
2019-04-06 19:35:15,b'Another must watch video \xf0\x9f\x91\x8f\xf0\x9f\x91\x8c\nHow even Muslims getting frustrated when owasi critisized #Modi that they walked out of venue &amp; owasi requesting them to stay \xf0\x9f\x98\x82 https://t.co/pE9g8c9Hs8',India,271804127,romy1965
2019-04-06 19:31:08,b'Why does @abpnewstv support @RahulGandhi @INCIndia @asadowaisi so much \nThey are a bunch of liars \n#Modi \n#IndiaWantsModiAgain \n#IndiaWithNaMo https://t.co/ShrybUkwKw',mumbai,145895942,VU3UJM
2019-04-06 19:26:53,b'Congress lost 3 stalvarts in terrorist attacks \n#MahatmaGandhi \n#IndiraGandhi\n#RajeevGandhi \nAnd #Modi says \n#Congress is with terrorist \nIs he in a jovial mood or lost the track',India,802056194,Awhadspeaks
2019-04-06 19:17:01,b'@RahulEaswar @koenamitra Muslims abusing #Modi ji and #Hindus in #RahulGandhiWayanad rally waving Pakistan LIKE flags\n\n https://t.co/hmccZBjHKo', India,822753624,satyanarayanaak
2019-04-06 19:15:20,b'#Navratri #NewYear wishes by #Hindu ideologue @PraveenTogadia to #HinduHridaySamrat #Modi. https://t.co/RTX9FmCOnD',INDIA,74121873,PraveenDutta
2019-04-06 19:15:17,b'Use this gun ( vote ) to bring down #Modi and let\xe2\x80\x99s #Democracy prevails https://t.co/d9tGk9k30g',India,114660428,ajitsingh777
2019-04-06 19:04:54,b'#IndiaWantsRajThackeray a person who speaks reality and have Guts to Face #Modi #RajThackeray  #LokSabhaElections2019  @mnsadhikrut  @RajThackeray',Thane,2788977761,rupeshpatil999
2019-04-06 18:37:22,"b'When Owaisi started criticising Modi, the Muslim audience started quitting the meeting. He had to request them not to go by pleading, ""I will not critisise or insult Modi. Pls don\'t go""\n#ModiHainTohMumkinHain \n#BureDinJaneWaleHai \n#ModiVsModi \n#Modi \n#IndiaWantsModiAgain https://t.co/e2I3RHmp8K'","Navi Mumbai, India",903686093891018753,NanoAiyana
2019-04-06 18:28:13,b'#Akbaruddin_Owaisi Ne #Modi aur #Yogi Per Sadha Nishana watch at https://t.co/eANReD5Eu0 https://t.co/eANReD5Eu0',"Hyderabad, india",1326183325,ind2day
2019-04-06 18:24:57,b'Congrats atlast they have achieved wat #Modi and his #govt  wanted to we are 1 rank above #pakistan in press freedom https://t.co/jPwOpIMAOz',India,802056194,Awhadspeaks
2019-04-06 18:23:07,"b""Removed the mask of #Modi,this courage to salute!Those who are irritated with demo.and want to not understand its aspect,they have to understand that India's demo. has been established from time t time as it is now Magazine has done snowball against Modi's horrific period. https://t.co/dQGa6u7aq9""","Patna, India",1591741656,ranvijayml
2019-04-06 18:17:54,b'A small jog of your memory. The destruction of democracy and lowering the standard and class of our polity. This is #Modi\xe2\x80\x99s achievement. \n\nRemember this when you go to VOTE THIS TIME.\n@sumedhbgaikwad https://t.co/j9oxptzjzm',Mumbai,272854066,Reasonyourself
2019-04-06 18:10:32,"b""My friends after having a booze session watched #NaMoTV for some fun... And #Modi's speech was going on... They had a lot of fun... #ChowkidarChorHai #chowkidaarchorhai #NAMO #fun #ChowkidarNarendraModi #Elections2019""",Bhubaneswar,174761438,sandipbal
2019-04-06 18:09:10,"b'World considers #Modi a \xe2\x80\x98Feku\xe2\x80\x99, says #RajThackeray \n\n#LokSabhaElections2019 \n\nhttps://t.co/RoWLXTF6D3'",India,777927231658004480,thenglishpost
2019-04-06 18:07:38,"b""That's why I want #Modi again\n#IndiaWantsModiAgain https://t.co/1ViutnBqom""",India,1111882181750591488,PratapS31404313
2019-04-06 17:57:15,b'@INCIndia @INCMaharashtra @NCPspeaks hiting back at @BJP4India with the same advertisement #modi campaign used in 2014. #Election2019 #karma hitting back at #ChowkidarChorHai',"Maharashtra , India ",3334478669,gaganraj_patil
2019-04-06 17:54:54,"b'PM #Modi,\n\nIt is your NSA Ajit Doval who personally escorted terrorist Masood Azhar out of India.\n\nYour party member Dhruv Saxena was arrested for being an ISI agent.\n\nIt is you who is doing exactly what terrorists want- spreading hatred in India. https://t.co/DZRlI6GeQ7'",India,941134694,drshamamohd
2019-04-06 17:53:11,"b""Not going to forgive &amp; forget #RajThackeray s hate politics just because he's attacking #modi &amp; #bjp""",Mumbai,68110594,JohnnyBuoooy
2019-04-06 17:40:34,"b'learnt a new thing from #AshishasModi that the key to remember things is ""while listening don\'t think or imagine it, listen only with ears, like ur any other body part doesn\'t exist"" #ModiOnErosNow #Modi @ashish30sharma @umeshkshukla @ErosNow @RidhimaLulla @sethimanav'","Odisha, India",739048658201681920,kruti17chauhan
2019-04-06 17:35:23,b'#Modi has no problem and shame to accept an award from an Arabian Muslim Prince and of course hug him in public But has problem in @RahulGandhi for contesting a seat which some significant- but not majority- Muslim population  \n\nThis is nothing but hypocrisy...@INCIndia',"Maharashtra, India",1111910129413296129,navi42937935
2019-04-06 17:29:20,"b'@ashish30sharma @ErosNow @umeshkshukla @RidhimaLulla @PMOIndia @narendramodi @MrsGandhi @sethimanav Was so excited for series n finally now I watched 2 epi...all I can say is I m very much satisfied as a viewer n proud to be ur fan, such a brilliant performance by u \xf0\x9f\x91\x8c\xf0\x9f\x91\x8f\xf0\x9f\x91\x8f #respect\xf0\x9f\x99\x8f #Modi #JourneyOfACommonMan #AshishAsModi'",India,892804223011659776,Medha_28
2019-04-06 17:09:45,"b""@narendramodi ji your friend has made Istanbul London and Singapore, Instead of opening #QQSUDA he is making BERMUDA Islands,\nhe does'nt have time for petty issues\n\n#Oldcity #OldcityHyd #Hyderabad #Telangana #KCR #Modi""","Hyderabad, India",1097640057035415552,RazaOldcity
2019-04-06 17:09:02,b'#VinaashiVipaksh see the respect earned my #Modi from all walks of life . Har har Modi https://t.co/3t63uAaukn',"Mumbai, India",895719361079418880,Agnives99385144
2019-04-06 17:08:55,"b'""The Corrupt Middlemen that Congress regimes helped to escape are being brought to Justice Now"":- PM #Modi\n\nPM @narendramodi at a huge Rally in Nanded,Maharashtra\n#IndiaWantsModiAgain\n#LokSabhaElection2019 https://t.co/yn8m1fAuI0'",India,2846017945,sauravsaha41
2019-04-06 17:08:20,"b'Modi is not only worst or liar PM, but he indulges and encourages illegal activities too. Namo TV is the recent example. Shame ! #Modi'",nikhil.wagle23@gmail.com,189917061,waglenikhil
2019-04-06 17:04:38,b'#VinaashiVipaksh\xe0\xa5\xa4 Any bright student who becomes an #IAS or IPS serves for entire life but at the end he saves the money somehow to meet both the ends. And see the money amassed these #filthy #politicians . #modi has stopped one and all to amass money hence the #mahathugbhandhan https://t.co/wdF2f7WmDg',"Mumbai, India",895719361079418880,Agnives99385144
2019-04-06 17:02:09,"b'""The upcoming elections will decide if Development wins or Dynasty"":- PM #Modi\n\nPM @narendramodi at Balod, #Chhattisgarh\n\n#IndiaWantsModiAgain \n#LokSabhaElections2019 https://t.co/lZBBOlX9T4'",India,2846017945,sauravsaha41
2019-04-06 16:55:00,"b""However his attack on #Modi ji is something that will hardly help the opposition considering his traditional Marathi vote bank, who've already decided on @narendramodi for another term, more so after the Air strike #RajThackeray""","Maharashtra, India",66720830,Sumeet_RS
2019-04-06 16:54:24,"b""@thevirdas And the opposition is says #Modi didn't provide employment, \n\nThese comedians are blooming!! \n\nIf he didn't had any social media awareness they would troll him for hiding. \n\nDo you really expect him to deliver personal letters to every 1.25 billion people ??""","Nadiad, India",711556280104525824,hitath_joshi
2019-04-06 16:51:04,b'https://t.co/u8aidAOZPG \nRecommended action to take by the government: a note at shops telling customers not to pay more than Maximum Retail Price(MRP)\n#BlackMoney  #extramoney #action  #blackmoney #upvan #Thane #modi #government #law #mrp #share #softdrink #coolingcharges #fraud',,959390152954085376,Aashish85625772
2019-04-06 16:45:29,b'When you are doing good thing at a time please shut down the camera #Modi #Chowkidar',RANCHI,945841344022532098,razaatif23
2019-04-06 16:42:41,"b""#Modi is like 'dreaded terrorist', says #AndhraPradesh CM\n\n#LokSabhaElections2019 \n\nhttps://t.co/xTStsl4fQQ""",India,777927231658004480,thenglishpost
2019-04-06 16:28:00,b'@Modified24 @narendramodi This is the inclusivity the govt has brought in India\nWhile vultures fed on the fears of the minorities #Modi led govt seems to have rested their apprehensions which is a strategic victory for a secure India\nI see a bright light at the end of the tunnel\n#PledgeForIndia',India,361387973,ashishyagarwal
2019-04-06 16:19:58,"b'Do let us know what you think, Modi means what he says on Vision ?\n#ModiKarmaAndMe #modi #modivision #latestmovies #modified #comingsoon #bjp #bjp4india #proudtobeanindian #patriotism #ModiKarmaAndMe #movielaunch #indialove #modiinfluence #motivation #bollywood  #newmovierelease https://t.co/zvbbHSQwI6'","Mumbai, India",1111381410705747968,ActsCine
2019-04-06 16:15:30,"b""Chetan Bhagat as 'bestselling author' and #Modi as PM of #India; perfect examples to prove that you can sell even sh*t for diamonds if you're good at #marketing.\n\n#justsaying""",India,77803273,WishfulRichard
2019-04-06 15:59:25,b'https://t.co/6SnSWlwQtK \nHypocracy of MODI hai to mumkin hai? Must watch .. \n#modi #LokSabhaElections2019 #mayawati #bjp #AmitShah #kanshiram',"Ballarpur, India",1063809244934197248,khobragade_ram
2019-04-06 15:58:26,"b""Thanks #NamoTV for using technology  in highlighting #Modi Ji's vision by using CGG , it's a welcome change from the teleprompter . https://t.co/EcWzRnKTnN""",India,22905444,glahsiv
2019-04-06 15:56:22,b'@Pradeep_tk @FriedrichPieter Still #Modi will become PM..How come??',Mumbai,85314592,ViShNu_SiNgH74
2019-04-06 15:46:02,b'#Congress is a sinking ship like #Titanic : #Modi\n\n#LokSabhaElections2019 \n\nhttps://t.co/YIsvcePY1D',India,777927231658004480,thenglishpost
2019-04-06 15:32:43,b'The #Modi wave is a misnomer: @PrannoyRoyNDTV #LokSabhaElections2019 https://t.co/R892ICxR6v',INDIA,74121873,PraveenDutta
2019-04-06 15:31:17,b'#ModiWorstPMever Demonization biggest scam in India. #Modi is the worst PM the country has ever seen.',Mumbai,573347023,Amit_Caesar
2019-04-06 15:30:19,"b'@Kewrious @sanjayuvacha What can be more stupid than this? \n#Modi Bhakt are making mockery of their own religion.\n\nSomeone needs to tell them, ""the enemy is within"",'",India,133617767,waris_masih
2019-04-06 15:27:35,b'@niftywizard Possibly first investor/trader with many followers who are questioning #Modi govt / #BJP govt.',India,6464852,satya61229
2019-04-06 15:18:46,b'@sshubh2 #Modi never again.',"Kolkata, India",1046056252776701952,SwapanK01822546
2019-04-06 15:09:43,b'@ArnabSpeaks_ Congressi abusing #Modi ji and #Hindus in #RahulGandhiWayanad and preaching on patriotism..\n\n https://t.co/7y8hPy3vkD',Mumbai,195658009,panditaryan87
2019-04-06 15:03:55,"b'@RahulGandhi ji, see what @narendramodi ji has held. You asked for a rifle, he gives you a tanker.\xf0\x9f\xa4\xa3\nProud to support you #Modi ji.\n#IndiaWantsModiAgain #LokSabhaElections2019 https://t.co/JajqLEJUfc'","Kolkata, India",703475329701060608,justin23448669
2019-04-06 15:01:31,"b""Shocked that most of the top Media agencies are working for congress, they've played a bigger role in looting the country in the UPA regime.Modi exposed #ABP in their own interview which was eventually not aired later,but luckily was recorded live\n#AugustaWestlandScam #BJP\n#Modi""",India,3270212347,prajwal91babu
2019-04-06 14:59:46,"b'@sushilkedia @RahulGandhi @sampitroda We r proud #Bhakts of Lord #Hanuman. Monkeys r much better than other animals. Being a #Chowkidar, I Challenge Mr #SamPitroda for an Open Discussion in any of the National TV Channels. Accept if u can. #ModiFor2019 #PhirEkBaarModiSarkar #PhirEkBaarModiSarkaar #ModiMattomme #Modi https://t.co/2dkRXFPW4h'",India,1668171912,ProfSRK
2019-04-06 14:47:21,"b'I don\xe2\x80\x99t think opposition can claim credit for growing disenchantment with #Modi ; euphoria is over,people have started asking questions.Popularity polls, well choreographed interviews &amp; fancy ads won\xe2\x80\x99t make people forget the noise of #Modi\xe2\x80\x99s silence on beef killing, GharWapsi!'",India,96585158,LKstates
2019-04-06 14:43:02,b'Some of the hate tag #bjp used in the last 5 years against opposition on behest of the supreme leader #Modi aka #Feku\n\n#lovejihad #gotopakistan #beefban #TukdeTukdeGang #antinational #aaptard #congi #UrbanNaxals #deshdrohi #pakistani #bangladeshi ...',India,958743637306855425,assadowaisi
2019-04-06 14:42:04,"b'@narendramodi \nThis time, Odisha will not only caste their vote for development , but also caste their vote for Self-Respect..!!\nOdisha will surprise with result and people are now connect with #Modi Govt for #NewIndia\n@sambitswaraj @BJP4Odisha https://t.co/XrIoYPJl9i'","Mumbai, India",699270161799335937,Dhir009
2019-04-06 14:41:10,"b""@kavita_krishnan For u r kind info... Madam 'Citizen'\xf0\x9f\xa4\x93\nThere is a fine line between Love\xe2\x99\xa5\xef\xb8\x8f &amp; Lust \xe2\x99\x8b\xef\xb8\x8fwhich hinduism\xf0\x9f\x95\x89\xef\xb8\x8f teaches us..!!\n\nBut these #Commies are mixing both! \xf0\x9f\x98\x8f&amp; Misguiding everyone..\xf0\x9f\x99\x84just to downgrade Hinduism..!!\xf0\x9f\x98\x88\n\n#JantaMaafNahiKaregi \n#TukdeTukdeGang \n#ModiLaoDeshBanao \n#Modi""",mumbai /india,177740435,BholaSpeaks
2019-04-06 14:40:14,"b'Here is the list of all those celebs who are doing #AntiModiCampaign ,and have signed on endorsement page against #MODI, appealing to people not to #Vote4Modi \xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87\xf0\x9f\x91\x87 Page- Link :\nhttps://t.co/pORoipeHXH https://t.co/KykyPF5Rbp'",India,802378181130874880,Im_Nationalist_
2019-04-06 14:27:29,"b""#modi #ABPNews   God level reply: ABP reporter - Sir why don't u ever  take Raga's Name.  Modi - Aapko itni taklif kyun ho rahi hai.. \xf0\x9f\x98\x82\xf0\x9f\x98\x82""",Hyderabad,271374879,sambitsecret
2019-04-06 14:23:22,"b'@TeamIndiaFirst Well apart from 2-3 names never heard others, let them spread their hatred for #Modi it will be  repaid to them in double or triple. Well convey my thanks got one more reason to work for #ModiFor2019 #ModiLaoDeshBanao #ModiOnceMore'","Rajahmundry, India",28956690,santuswamy
2019-04-06 14:23:12,"b""@BJP4India I have to agree because #Modi Sir magnificient. he is doing efficient work..\n everybody is not perfect. #BJP also have shortcoming. \nIf someone is doing a better work so some shortcomings. we have to ignore that.\n because it's matter about #country. #India #IndiaWantsModiAgain""",bharat,1111630311702626308,iamRSSingh
2019-04-06 14:16:16,"b""#dkoding #Modi #RahulGandhi \n#Election2019 is about 2 ppl : one who thinks 'everybody is an idiot' &amp; the other who 'everybody thinks is an idiot' \xe2\x81\x89\xef\xb8\x8f #VoteKar #LokSabhaElections2019 https://t.co/1S2VxxVpcB""",India,871308968420704258,kaistha_deepak
2019-04-06 14:10:15,"b""This election is a bit lacklustre. It doesn't have that zing of 2014. \n#Modi #RahulGandhi""",India,92285683,BekaarNews
2019-04-06 14:03:31,b'This is what #UrmilaMatondkar  said to @DailyO_   \nShe said she doesn\xe2\x80\x99t want to comment on the #Pakistan.\nOf course why would she comment on the country which has been supporting #Congress through out to defeat #BJP &amp; #Modi ? https://t.co/zFlqMaEMrp',"Gujarat, India",3701031793,DrJankii
2019-04-06 14:02:53,"b'@ncbn #Modi  hurt Telugu pride. Our leader has been humiliated and our dreams have been shattered. #Elections2019  is not far, Mr PM. #ModiIsAMistake   #VoteForCycle'","Vijayawada, India",1082629518425174017,Chandri64330590
2019-04-06 14:01:48,b'@ncbn #AndhraPradesh  will answer #Modi  when he comes to ask us for votes in 2019. #Shameful    #ModiFails  #VoteForCycle',"Vijayawada, India",1082629518425174017,Chandri64330590
2019-04-06 14:01:25,"b'@EconomicTimes @priyankagandhi Sure, anything else? Now #hawa aane do..#modi #modi #modi'","Mumbai, India",1103481236750647297,KamalBhatter1
2019-04-06 13:53:43,b'Easy to understand graphically presented facts - What if #Congi had won 2014. Why #Modi must win. \xf0\x9f\x91\x8d\nhttps://t.co/KEyvwdbkF1',Mumbai India,21080743,RatanSharda55
2019-04-06 13:45:20,"b""#navaskani #Muslim league  people are attacking  #nainarnagendran 's campaign  in #kelekarai #ramanathpuram\n\n#DMK #ADMK #DMDK #PMK #BJP #VCK #MODI vs #Rahul""",India,817659148976459776,orangetalkies
2019-04-06 13:42:45,b'#FactCheck: Did crowd chant \xe2\x80\x98#Modi-Modi\xe2\x80\x99 when asked to say \xe2\x80\x98#RahulGandhi Zindabad\xe2\x80\x99 in Congress rally? #ModiMatBanao https://t.co/82XDa3rpHw',INDIA,74121873,PraveenDutta
2019-04-06 13:35:24,b'@zainabsikander @koenamitra \nDo you know your shameless level? \nKeep whining about the #IUML flag in #Wayanad bcuz it has the Islamic Crescent and be happy that #Modi is getting an award from a #Muslim country? \nNo morals whatsoever\nhttps://t.co/43K8fS2MJk',India,797669358470205440,ihjas0
2019-04-06 13:30:01,"b'Look\nWhy\nRich &amp; Hiprofile People Of Bollywood Opposing #Modi\n#Naseerudin\n#GrishKarnard together they R Trying to Save their Jamindari,\nNot the Nation.\n@shahid_siddiqui\n@sherryontopp\n@VoiceofmyBharat\n#ABPNews *Beimaans\nThey Sensor #PM\n#RaghuRamRajan\n#Rahul\nhttps://t.co/Ji9f64PRDZ'","Bokaro Steel City, India",856543395237347328,Rajendra1350
2019-04-06 13:22:21,"b'Sam Uncle: ""Politicians of our age shud make place for the new age young leaders.""\nPiddis - ""Ooh aah."" Geting Orgasms. \n""BJP denies ticket to 91 year old LK Advani.""\nPiddis - ""Aise kaise..? Modi is authoritarian. Modi insulted Advani."" \n\xf0\x9f\x98\x82\xf0\x9f\x98\x82@AapkaCharul  #Modi @theskindoctor13'","Bhopal, India",775562843131252736,jinam_bora
2019-04-06 13:07:14,"b""Forget Nehru,wht did u do in 5 yrs,#Priyanka asks #Modi..\nPannu says,'Wht an ignorant child! Does she know,Modi widin\n4 yrs took India out f 'Fragile 5' 2 d fastest growing economy\nf d world? Poor baby!'""","Mumbai, India",732090809961435136,crazycartoonsin
2019-04-06 13:02:15,"b'Has Mr. #Modi mentioned #demonetisation even passingly in his #2019 election speeches? Wonder why successful implementation of #GST is not spoken abt much,either,why has he forgotten that he was to get India\xe2\x80\x99s money stashed outside back in 100 days? Incumbent\xe2\x80\x99s manifesto amnesia?'",India,96585158,LKstates
2019-04-06 13:00:24,b'@kumarmanish9 This is crazy.. yesterday I found a mannequin wearing a saree which has PM #Modi printed on it. Haha \xf0\x9f\x98\x82',"Ahmedabad, India",1717922737,iANJALISINGH
2019-04-06 12:51:01,"b'I love Modi, but he has anger towards me: Rahul Gandhi\n\nhttps://t.co/bUC8t7UiHA\n\n#LokSabhaElections2019 #India #Congress #BJP  #RahulGandhi #Modi'","Hyderabad, India",1033371480636121093,thesiasattv
2019-04-06 12:48:54,b'Seeing too much of News anchor and Journalists bashing #Modi now see this.. Kasam se maja ayega last tak dekho https://t.co/shsljv7EN2',kolkata,99142869,tuhin_kol
2019-04-06 12:48:18,b'@NationFirstt @narendramodi Under #Modi this country has touched the lowest Low!',India,85367895,sabah999
2019-04-06 12:44:37,"b'@ncbn #Modi  hurt Telugu pride. Our leader has been humiliated and our dreams have been shattered. #Elections2019  is not far, Mr PM. #ModiIsAMistake   #VoteForCycle'","Vijayawada, India",1091351718728585217,initiatorTD
2019-04-06 12:43:30,b'@ncbn #AndhraPradesh  will answer #Modi  when he comes to ask us for votes in 2019. #Shameful    #ModiFails  #VoteForCycle',"Vijayawada, India",1091351718728585217,initiatorTD
2019-04-06 12:42:23,b'@narendramodi #Modi is soul of India \n\n#IndiaWantsModiAgain',"Bharuch, Gujarat, India",726294773426982916,anita_hemu1982
2019-04-06 12:37:03,"b""#Rahul accuses #Modi f disrespecting #Advani. Says,'It's agnst\nHindu culture...Modi kicked Advani out f d stage.'..Rahul still a\nkid. Vedas advise 'Vanaprastha' (retiremnt) in old age. Has he\nevr heard f Vedas?! Why does he make an ass himself wid\nmean knowledge?!""","Mumbai, India",732090809961435136,crazycartoonsin
2019-04-06 12:31:32,"b'NAMAN! to great self-less leader PM #Modi ji will be on 9 day fasting ""Navratri"" consume water and one time papaya.\nStill do3 Rallies,almost daily, in scorching Sun, not for Kursi, but for country/my/ours good future. \nDo vote him. https://t.co/CUFM5SLPEK'",,1866490034,IVijayboi
2019-04-06 12:30:17,b'A 2018 global survey by Gallup International shows that one of the most followed personalities on Twitter Prime Minister Narendra Modi is one of the most renowned leaders in the world.\n#NewIndia #NewIndiaArmy #CEO #India #nation #development #NarendraModi #Modi #PMModi https://t.co/RgEc54PWXr',"Mumbai, India",1103221354784940032,NewIndiaArmy
2019-04-06 12:25:46,b'@prasoonjoshi_ a people don\xe2\x80\x99t lose when armies of enemy advance. They lose when pen is sold. I don\xe2\x80\x99t believe the author of such inspiring songs is selling himself that too so cheap. #Modi movie . You disappointed Mr. Joshi.',India,248607006,sujayvbhal
2019-04-06 12:14:09,b'@Dream_2_heal @BJP4India @aajtak By giving interviews he is exposing them further \xf0\x9f\x98\x82\xf0\x9f\x98\x82\n\n#Modi #bjp #BJP4India #ModiLaoDeshBanao #ModiHainTohMumkinHain #NamoAgain #namo https://t.co/u8zX3IflWK',"Mumbai, India",746002711636746241,werwolf_sk
2019-04-06 12:11:37,"b""World economic bodies going gaga ovr #Modi n his work.\nProject India as fastest growing economy. FIIs waiting in d wings 4 Modi's return 2 power b4 pouring money in2 India. Bt\nwolves prowling 2 spoil d party..Wolves? Who?""","Mumbai, India",732090809961435136,crazycartoonsin
2019-04-06 12:02:45,b'@chitraSD #Modi failed on both counts .. corruption as well as secularism . So this time there is no confusion.. Congress all the way.. #chowkidarChorHai #rafalescam #antiNationalModi #Modi',Mumbai,77486809,judets
2019-04-06 11:55:10,b'Oh Everything #Modi does has its origin in Gujarat! #GujratRiots #Godhra https://t.co/YtjfjTkEFw',Bombay,2744676469,arch_Shalini
2019-04-06 11:52:30,"b""#Cong apologists trying 2 defend d indefensible look like asses\nthez days. They take 2 calling Michel's disclosures witch hunt.\nAhmad Patel calls '#Modi's gutter politics.' Pannu says,'Gutter\n4 whom? AP?' HA HA HA HA""","Mumbai, India",732090809961435136,crazycartoonsin
2019-04-06 11:46:50,"b'@sunilk2018 @bhavsarhardiik If you ask anybody these 600 may not like one another, but #Modi hate glued them together.'",,1866490034,IVijayboi
2019-04-06 11:46:30,b'@TajinderBagga #modi ji dubara aa rahe hai 2035 Tak Congress will not survive',Bharat🇮🇳,1093442921913823232,NaMoAgain2_0
2019-04-06 11:41:52,"b'#Sam_Pitroda said two things - ""first nation, then party, then self. #Modi today is all about #self_promotion. Two, he said if somebody disagrees with us, doesn\'t mean they are #anti_national.""\nhttps://t.co/5zapnpMYiO'",India,239260132,swamiagnivesh
2019-04-06 11:33:11,b'@B0KKAARD @legend_celeb @AskAnshul Bhai.. see this and #Bjp is supporting him\n\n#LokSabhaElections2019 \n#Modi',"Hyderabad, India",710384556319379456,BPrudhviteja
2019-04-06 11:30:00,b'Who knew this about our PM @narendramodi?\xf0\x9f\x99\x82\xf0\x9f\xa4\xa8\n\nWatch the episodes of #Modi on #ErosNow -\nhttps://t.co/TgGxl8UvfZ\n\n#ErosNowOriginal  | #JourneyOfACommonMan | #DidYouKnow | #Facts | #Trivia https://t.co/jVDK6zTdYu',India,477875139,ErosNow
2019-04-06 11:29:16,b'One more reason to vote for #modi #ModiHaiToMumkinHai https://t.co/3GsVYfx4AY',India,2879418187,undefined_varch
2019-04-06 11:26:58,"b""@ShivangiRavat @Wakeupishere @ndtv Tweet same to #RBI n u don't feel down.Being #women u have all rights to defend urself.i m sure #Police wl take action against that Person.#HDFC bank,Surely wl take action,cuz of Public,My Humble Request don't compromise.Else such thing will continue #MeToo #westandwithyou #Modi""",Mumbai,148028414,skalamz
2019-04-06 11:26:44,"b'Read this piece on how there has been substantial progress in India\xe2\x80\x99s relations with the Arab world, and its praiseworthy how India under Modi has beautiful honed its relations with UAE, Saudi Arabia and Oman. Remarkable work by the #Modi government. https://t.co/g4uhfYwiBH'","Jodhpur, India",97851619,apeksha_law
2019-04-06 11:14:57,b'LEAKED &amp; MOST IMPORTANT VIDEO\n\nPlease retweet \n\nABP channel blacked out this video. I wants every Indian to know this\n\nExposes the biased media completely\n\nThis is an unedited leak video\nMake sure every family WhatsApp group is shared it\n\nMake it viral like wildfire. #modi #namo https://t.co/6Vr2FhiVyA',"Mumbai, India",746002711636746241,werwolf_sk
2019-04-06 11:13:32,b'@RenukaJain6 She is not suffering from a #Cancer ..\n\nInfact . she is a #Cancer.. for #India \xf0\x9f\x99\x8c\xf0\x9f\x98\x88\xf0\x9f\x98\x81\xf0\x9f\x98\x81\xf0\x9f\xa4\xa3\xf0\x9f\xa4\xa3\n\n#LokSabhaElections2019 #IndiaWantsModiAgain #PhirEkBaarModiSarkar #HappyUgadi #GudiPadwa #Navratri #CongressMuktBharat #CongSuperEmergency #ModiLaoDeshBanao #IndiaWantsModiAgain #Modi',mumbai /india,177740435,BholaSpeaks
2019-04-06 10:48:02,b'@SreenivasanJain @TruthvsHype why is he always seen unsteady. Is he with #Modi or congress led upa?',Mumbai,77486809,judets
2019-04-06 10:44:19,b'This is a good example of how fairly honest anchors like @RubikaLiyaquat #SumitAwasthi are forced to propagate a lie of a biased media house. #AnandBazarPatrika is known #Modi hater. Going to block this @abpnewshindi again. https://t.co/Lpmw0QkWc7',"Mumbai, India",92481468,jhashyam
